ImageName,Index,FinalScore,FinalBin,VhCd,VillusHeight,CryptDepth
"testPNG01.png",6,"GOOD",1,2.43599247932434,138.359661395733,56.7980645986704
"testPNG01.png",7,"GOOD",1,4.93009519577026,193.863077016977,39.3223818265475
"testPNG01.png",8,"GOOD",1,2.52242588996887,132.067780714769,52.3574488713191
"testPNG01.png",10,"GOOD",1,2.23370862007141,112.842678363507,50.5180840125451
"testPNG01.png",12,"GOOD",1,1.5421701669693,107.877734844501,69.9519001887395
"testPNG01.png",13,"GOOD",1,4.13124847412109,171.234093299279,41.4485109769381
"testPNG01.png",14,"GOOD",1,2.64839601516724,182.667395958534,68.9728387685922
"testPNG01.png",1,"OKAY",2,3.47317409515381,117.749975351187,33.9026993971605
"testPNG01.png",2,"OKAY",2,1.05213832855225,87.6243861271785,83.2821878286508
"testPNG01.png",5,"OKAY",2,3.36270427703857,163.7205857497,48.6871807391827
"testPNG01.png",3,"POOR",3,106.455841064453,73.700197660006,0.692307692307692
"testPNG01.png",4,"POOR",3,1.39970803260803,60.0916020320012,42.9315279447115
"testPNG01.png",9,"POOR",3,0.842214047908783,40.0146842369666,47.5113003070538
"testPNG01.png",11,"POOR",3,1.30872964859009,54.3359598013071,41.5180919353779
