ImageName,Index,FinalScore,FinalBin,VhCd,VillusHeight,CryptDepth
"testTIF01.tif",3,"GOOD",1,2.8776228427887,277.274322509766,96.355339050293
"testTIF01.tif",4,"GOOD",1,3.2573025226593,270.62744140625,83.0832977294922
"testTIF01.tif",6,"GOOD",1,1.56059205532074,223.627410888672,143.296524047852
"testTIF01.tif",7,"GOOD",1,4.50731182098389,410.220428466797,91.0122146606445
"testTIF01.tif",8,"GOOD",1,2.10937809944153,306.485290527344,145.296524047852
"testTIF01.tif",10,"GOOD",1,1.56622695922852,201.367568969727,128.568572998047
"testTIF01.tif",14,"GOOD",1,2.82149839401245,291.450897216797,103.296493530273
"testTIF01.tif",1,"OKAY",2,2.61545491218567,265.539123535156,101.526931762695
"testTIF01.tif",5,"OKAY",2,2.06036400794983,199.941131591797,97.0416488647461
"testTIF01.tif",9,"OKAY",2,4.654700756073,449.965576171875,96.6690673828125
"testTIF01.tif",2,"POOR",3,1.72181415557861,161.107696533203,93.5685729980469
"testTIF01.tif",11,"POOR",3,0.779967069625854,62.485279083252,80.1127166748047
"testTIF01.tif",12,"POOR",3,2.69833517074585,106.656852722168,39.5269088745117
"testTIF01.tif",13,"POOR",3,240.598007202148,240.598007202148,1
