ImageName,Index,FinalScore,FinalBin,VhCd,VillusHeight,CryptDepth
"testPNG01.png",6,"GOOD",1,2.43599247932434,138.359661395733,56.7980645986704
"testPNG01.png",7,"GOOD",1,4.93009519577026,193.863077016977,39.3223818265475
"testPNG01.png",8,"GOOD",1,2.52242588996887,132.067780714769,52.3574488713191
"testPNG01.png",10,"GOOD",1,2.23370862007141,112.842678363507,50.5180840125451
"testPNG01.png",12,"GOOD",1,1.5421701669693,107.877734844501,69.9519001887395
"testPNG01.png",13,"GOOD",1,4.13124847412109,171.234093299279,41.4485109769381
"testPNG01.png",14,"GOOD",1,2.64839601516724,182.667395958534,68.9728387685922
"testTIF01.tif",3,"GOOD",1,2.8776228427887,277.274322509766,96.355339050293
"testTIF01.tif",4,"GOOD",1,3.2573025226593,270.62744140625,83.0832977294922
"testTIF01.tif",6,"GOOD",1,1.56059205532074,223.627410888672,143.296524047852
"testTIF01.tif",7,"GOOD",1,4.50731182098389,410.220428466797,91.0122146606445
"testTIF01.tif",8,"GOOD",1,2.10937809944153,306.485290527344,145.296524047852
"testTIF01.tif",10,"GOOD",1,1.56622695922852,201.367568969727,128.568572998047
"testTIF01.tif",14,"GOOD",1,2.82149839401245,291.450897216797,103.296493530273
"testTIF02.tif",1,"GOOD",1,4.12289237976074,68.7282360202664,16.6699072869269
"testTIF02.tif",3,"GOOD",1,1.31392216682434,66.5531196175041,50.6522522811051
"testTIF02.tif",4,"GOOD",1,1.86843156814575,61.7469730586796,33.0474892081795
"testTIF02.tif",5,"GOOD",1,1.99778640270233,68.9311171311599,34.5037477514246
"testTIF02.tif",7,"GOOD",1,2.02659201622009,92.1110599224384,45.4512090997382
"testTIF02.tif",8,"GOOD",1,2.44761896133423,83.9233691037356,34.2877600114424
"testTIF02.tif",11,"GOOD",1,4.28419589996338,148.55445928888,34.6749929910178
"testTIF02.tif",14,"GOOD",1,1.59751605987549,78.5827097630763,49.1905609382378
"testTIF02.tif",15,"GOOD",1,3.72466897964478,113.831515050196,30.5615114065317
"testTIF03.tif",6,"GOOD",1,1.82076215744019,121.727374737079,66.8551764855018
"testTIF03.tif",13,"GOOD",1,1.76414263248444,167.633398202749,95.0225900503305
"testTIF03.tif",14,"GOOD",1,0.974138796329498,90.8891108586238,93.3020148644081
"testTIF03.tif",15,"GOOD",1,1.31246173381805,110.331383338341,84.064456646259
"testTIF03.tif",18,"GOOD",1,0.791157066822052,49.4898059551532,62.5537068293645
"testPNG01.png",1,"OKAY",2,3.47317409515381,117.749975351187,33.9026993971605
"testPNG01.png",2,"OKAY",2,1.05213832855225,87.6243861271785,83.2821878286508
"testPNG01.png",5,"OKAY",2,3.36270427703857,163.7205857497,48.6871807391827
"testTIF01.tif",1,"OKAY",2,2.61545491218567,265.539123535156,101.526931762695
"testTIF01.tif",5,"OKAY",2,2.06036400794983,199.941131591797,97.0416488647461
"testTIF01.tif",9,"OKAY",2,4.654700756073,449.965576171875,96.6690673828125
"testTIF02.tif",10,"OKAY",2,1.5527663230896,78.5325446495643,50.5758942824144
"testTIF02.tif",17,"OKAY",2,2.15953993797302,88.4742419903095,40.9690237778884
"testTIF02.tif",19,"OKAY",2,0.731534063816071,33.1238336248712,45.2799604646452
"testTIF03.tif",2,"OKAY",2,1.51653826236725,113.042967576247,74.5401341364934
"testTIF03.tif",5,"OKAY",2,7.03541421890259,143.959244948167,20.4620849902813
"testTIF03.tif",7,"OKAY",2,2.0294086933136,105.149259127103,51.8127541175255
"testTIF03.tif",8,"OKAY",2,4.59359312057495,107.938867422251,23.4976985637958
"testTIF03.tif",10,"OKAY",2,1.8390965461731,94.4898059551532,51.3783821692834
"testTIF03.tif",16,"OKAY",2,4.38056182861328,183.990868201623,42.0016620342548
"testTIF03.tif",20,"OKAY",2,2.44564461708069,80.0089909480168,32.7148898198054
"testPNG01.png",3,"POOR",3,106.455841064453,73.700197660006,0.692307692307692
"testPNG01.png",4,"POOR",3,1.39970803260803,60.0916020320012,42.9315279447115
"testPNG01.png",9,"POOR",3,0.842214047908783,40.0146842369666,47.5113003070538
"testPNG01.png",11,"POOR",3,1.30872964859009,54.3359598013071,41.5180919353779
"testTIF01.tif",2,"POOR",3,1.72181415557861,161.107696533203,93.5685729980469
"testTIF01.tif",11,"POOR",3,0.779967069625854,62.485279083252,80.1127166748047
"testTIF01.tif",12,"POOR",3,2.69833517074585,106.656852722168,39.5269088745117
"testTIF01.tif",13,"POOR",3,240.598007202148,240.598007202148,1
"testTIF02.tif",2,"POOR",3,1.59055805206299,49.0956601153363,30.866940005795
"testTIF02.tif",6,"POOR",3,4.49008083343506,69.339106800792,15.4427295307537
"testTIF02.tif",9,"POOR",3,1.01409649848938,52.6560996757759,51.9241487691691
"testTIF02.tif",12,"POOR",3,3.05568909645081,60.691047333099,19.8616566920018
"testTIF02.tif",13,"POOR",3,1.54487895965576,58.7843180226756,38.0510840782752
"testTIF02.tif",16,"POOR",3,1.84113359451294,54.2072386689238,29.4423173338502
"testTIF02.tif",18,"POOR",3,2.86113047599792,53.4436451000172,18.6792061564687
"testTIF03.tif",1,"POOR",3,1.46141064167023,92.4705399733323,63.2748483511118
"testTIF03.tif",3,"POOR",3,1.22722566127777,84.7159934410682,69.0304905818059
"testTIF03.tif",4,"POOR",3,2.23817849159241,71.562136723445,31.9733813359187
"testTIF03.tif",9,"POOR",3,1.6389582157135,49.1130805382362,29.9660365764911
"testTIF03.tif",11,"POOR",3,0.929011166095734,64.8189767690805,69.7720096294697
"testTIF03.tif",12,"POOR",3,2.15005683898926,60.6855134230394,28.2250733008751
"testTIF03.tif",17,"POOR",3,2.32378387451172,99.3732288067157,42.7635427621695
"testTIF03.tif",19,"POOR",3,2.24521565437317,78.4275723970853,34.930974813608
